○ 범죄의 발생 검거상황(총괄) [],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
조세범처벌법,검거건수[건],건,3484,3379,2986,2866,2559,2431,2328,1740,2011,2300,2239
조세범처벌법,발생건수대비 검거건수[%],%,82.6,89.4,86.5,85.3,84.1,81.1,81.6,84.4,80.5,86.5,86.7
조세범처벌법,검거인원[명],명,5926,5394,5058,4763,4560,4383,4139,2622,3182,3390,3508
조세범처벌법,남자검거인원[명],명,5103,4621,4175,3976,3896,3728,3339,2223,2629,2794,2668
조세범처벌법,여자검거인원[명],명,726,704,655,601,607,609,717,372,508,533,483
조세범처벌법,미상검거인원[명],명,97,69,228,186,57,46,83,27,45,63,357
조세범처벌법,법인[개],개,2048,1676,1359,1346,1329,1284,1373,883,1104,1145,795
주민등록법,발생건수[건],건,2941,3235,2436,1812,2211,1770,2137,1599,1789,1979,2054
주민등록법,발생비[건/10만명],건/10만명,6,6.3,4.7,3.5,4.3,3.4,4.1,3.1,3.5,3.9,4
주민등록법,검거건수[건],건,1827,2011,1719,1448,1930,1470,1512,1237,1456,1658,1766
주민등록법,발생건수대비 검거건수[%],%,62.1,62.2,70.6,79.9,87.3,83.1,70.8,77.4,81.4,83.8,86
주민등록법,검거인원[명],명,2531,2682,2391,2078,2158,2199,2600,1812,2118,2273,2517
주민등록법,남자검거인원[명],명,1502,1574,1267,1132,1126,1145,1289,871,1058,1110,1171
주민등록법,여자검거인원[명],명,1005,1079,1097,903,1003,1029,1263,927,1042,1145,1321
주민등록법,미상검거인원[명],명,24,29,27,43,29,25,48,14,18,18,25
주민등록법,법인[개],개,9,11,2,5,8,14,5,8,3,5,5
주차장법,발생건수[건],건,333,354,300,332,240,155,104,73,68,79,76
주차장법,발생비[건/10만명],건/10만명,1,0.7,0.6,0.6,0.5,0.3,0.2,0.1,0.1,0.2,0.1
주차장법,검거건수[건],건,210,331,277,328,235,153,101,72,61,79,71
주차장법,발생건수대비 검거건수[%],%,63.1,93.5,92.3,98.8,97.9,98.7,97.1,98.6,89.7,100,93.4
주차장법,검거인원[명],명,333,712,392,445,339,214,145,111,94,109,85
주차장법,남자검거인원[명],명,210,436,237,282,224,148,96,74,65,71,64
주차장법,여자검거인원[명],명,123,273,151,161,115,65,49,36,28,35,18
주차장법,미상검거인원[명],명,-,3,4,2,-,1,-,1,1,3,3
주차장법,법인[개],개,8,12,7,21,13,6,8,10,3,9,4
주택법,발생건수[건],건,306,466,597,530,586,662,597,760,491,450,471
주택법,발생비[건/10만명],건/10만명,1,0.9,1.2,1,1.1,1.3,1.2,1.5,1,0.9,0.9
주택법,검거건수[건],건,300,452,544,490,561,623,571,717,445,440,469
주택법,발생건수대비 검거건수[%],%,98,97,91.1,92.5,95.7,94.1,95.6,94.3,90.6,97.8,99.6
주택법,검거인원[명],명,493,1129,1213,2215,2662,1674,1921,1890,1075,787,698
주택법,남자검거인원[명],명,352,663,718,1346,1591,1089,1063,1027,621,502,463
주택법,여자검거인원[명],명,134,451,475,855,1060,570,836,861,447,260,208
주택법,미상검거인원[명],명,7,15,20,14,11,15,22,2,7,25,27
주택법,법인[개],개,72,89,77,44,85,93,70,35,57,51,42
중대재해처벌등에관한법률,발생건수[건],건,,,,,,,,,30,74,100
중대재해처벌등에관한법률,발생비[건/10만명],건/10만명,,,,,,,,,0.1,0.1,0.2
중대재해처벌등에관한법률,검거건수[건],건,,,,,,,,,30,67,95
중대재해처벌등에관한법률,발생건수대비 검거건수[%],%,,,,,,,,,100,90.5,95
중대재해처벌등에관한법률,검거인원[명],명,,,,,,,,,30,69,106
중대재해처벌등에관한법률,남자검거인원[명],명,,,,,,,,,26,59,99
중대재해처벌등에관한법률,여자검거인원[명],명,,,,,,,,,-,7,6
중대재해처벌등에관한법률,미상검거인원[명],명,,,,,,,,,4,3,1
중대재해처벌등에관한법률,법인[개],개,,,,,,,,,21,51,42
직업안정법,발생건수[건],건,872,525,406,473,391,343,208,148,190,1582,196
직업안정법,발생비[건/10만명],건/10만명,2,1,0.8,0.9,0.8,0.7,0.4,0.3,0.4,3.1,0.4
직업안정법,검거건수[건],건,853,507,395,468,380,320,189,137,182,1564,180
직업안정법,발생건수대비 검거건수[%],%,97.8,96.6,97.3,98.9,97.2,93.3,90.9,92.6,95.8,98.9,91.8
직업안정법,검거인원[명],명,1097,981,1131,793,614,622,412,286,313,308,350
직업안정법,남자검거인원[명],명,886,840,915,641,489,512,346,218,246,242,287
직업안정법,여자검거인원[명],명,180,138,201,142,119,109,63,64,65,64,52
직업안정법,미상검거인원[명],명,31,3,15,10,6,1,3,4,2,2,11
직업안정법,법인[개],개,11,8,9,12,6,15,10,9,20,15,13
집회및시위에 관한법률,발생건수[건],건,411,520,531,260,192,225,282,307,399,402,397
집회및시위에 관한법률,발생비[건/10만명],건/10만명,1,1,1,0.5,0.4,0.4,0.5,0.6,0.8,0.8,0.8
집회및시위에 관한법률,검거건수[건],건,395,500,518,254,177,206,235,259,323,349,375
집회및시위에 관한법률,발생건수대비 검거건수[%],%,96.1,96.2,97.6,97.7,92.2,91.6,83.3,84.4,81,86.8,94.5
집회및시위에 관한법률,검거인원[명],명,1056,1047,1001,478,401,500,526,532,790,615,678
집회및시위에 관한법률,남자검거인원[명],명,824,832,768,399,291,387,375,392,533,428,374
집회및시위에 관한법률,여자검거인원[명],명,219,198,196,66,94,106,129,106,165,106,146
집회및시위에 관한법률,미상검거인원[명],명,13,17,37,13,16,7,22,34,92,81,158
집회및시위에 관한법률,법인[개],개,1,-,1,,2,1,-,-,-,-,5
청소년보호법,발생건수[건],건,9006,9118,8862,9082,8351,8065,7690,5021,6197,6892,6033
청소년보호법,발생비[건/10만명],건/10만명,18,17.8,17.1,17.5,16.1,15.6,14.8,9.7,12,13.4,11.8
청소년보호법,검거건수[건],건,8939,9043,8778,8964,8230,7984,7591,4935,6043,6814,5968
청소년보호법,발생건수대비 검거건수[%],%,99.3,99.2,99.1,98.7,98.6,99,98.7,98.3,97.5,98.9,98.9
청소년보호법,검거인원[명],명,11559,11491,11239,11598,10427,10130,9711,6205,7692,8534,7315
청소년보호법,남자검거인원[명],명,5525,5491,5558,5453,4794,4718,4451,3066,3781,4191,3534
청소년보호법,여자검거인원[명],명,6027,5983,5674,6134,5618,5404,5249,3137,3906,4334,3774
청소년보호법,미상검거인원[명],명,7,17,7,11,15,8,11,2,5,9,7
청소년보호법,법인[개],개,13,18,14,21,14,20,28,11,17,23,10
총포·도검·화약류등의 안전관리에 관한법률,발생건수[건],건,365,280,166,48,349,371,392,348,508,452,500
총포·도검·화약류등의 안전관리에 관한법률,발생비[건/10만명],건/10만명,1,0.5,0.3,0.1,0.7,0.7,0.8,0.7,1,0.9,1
총포·도검·화약류등의 안전관리에 관한법률,검거건수[건],건,352,270,152,45,332,353,369,321,481,410,435
총포·도검·화약류등의 안전관리에 관한법률,발생건수대비 검거건수[%],%,96.4,96.4,91.6,93.8,95.1,95.1,94.1,92.2,94.7,90.7,87
총포·도검·화약류등의 안전관리에 관한법률,검거인원[명],명,660,443,254,55,431,411,463,402,550,507,575
총포·도검·화약류등의 안전관리에 관한법률,남자검거인원[명],명,632,416,236,52,394,392,428,378,517,471,497
총포·도검·화약류등의 안전관리에 관한법률,여자검거인원[명],명,26,27,13,3,37,19,32,24,32,34,76
총포·도검·화약류등의 안전관리에 관한법률,미상검거인원[명],명,2,-,5,,-,-,3,-,1,2,2
총포·도검·화약류등의 안전관리에 관한법률,법인[개],개,15,19,13,4,21,7,9,3,8,14,10
최저임금법,발생건수[건],건,388,470,570,665,821,884,814,674,507,455,381
최저임금법,발생비[건/10만명],건/10만명,1,0.9,1.1,1.3,1.6,1.7,1.6,1.3,1,0.9,0.7
최저임금법,검거건수[건],건,367,466,564,645,811,877,790,660,502,450,373
최저임금법,발생건수대비 검거건수[%],%,94.6,99.1,98.9,97,98.8,99.2,97.1,97.9,99,98.9,97.9
최저임금법,검거인원[명],명,273,294,328,390,482,487,462,374,279,253,179
최저임금법,남자검거인원[명],명,212,212,251,287,339,354,316,288,192,161,127
최저임금법,여자검거인원[명],명,50,68,75,100,131,121,142,82,86,91,52
최저임금법,미상검거인원[명],명,11,14,2,3,12,12,4,4,1,1,-
최저임금법,법인[개],개,1,2,13,3,4,3,4,1,1,2,-
축산물위생관리법,발생건수[건],건,1707,1443,1354,1730,572,495,305,283,427,341,332
축산물위생관리법,발생비[건/10만명],건/10만명,3,2.8,2.6,3.3,1.1,1,0.6,0.5,0.8,0.7,0.6
축산물위생관리법,검거건수[건],건,1695,1449,1349,1726,566,499,301,273,410,335,332
축산물위생관리법,발생건수대비 검거건수[%],%,99.3,100.4,99.6,99.8,99,100.8,98.7,96.5,96,98.2,100
축산물위생관리법,검거인원[명],명,2153,1870,1934,1546,642,576,342,302,449,386,388
축산물위생관리법,남자검거인원[명],명,1613,1508,1570,1205,504,435,264,218,303,265,275
축산물위생관리법,여자검거인원[명],명,537,357,356,326,138,141,78,81,140,120,102
축산물위생관리법,미상검거인원[명],명,3,5,8,15,-,-,-,3,6,1,11
축산물위생관리법,법인[개],개,198,186,212,218,120,112,56,49,84,55,51
출입국관리법,발생건수[건],건,1710,1915,2975,2407,2633,4306,2584,1346,1331,1854,2155
출입국관리법,발생비[건/10만명],건/10만명,3,3.7,5.8,4.6,5.1,8.3,5,2.6,2.6,3.6,4.2
출입국관리법,검거건수[건],건,1607,1791,2846,2241,2445,4046,2426,1243,1207,1732,1984
출입국관리법,발생건수대비 검거건수[%],%,94,93.5,95.7,93.1,92.9,94,93.9,92.3,90.7,93.4,92.1
출입국관리법,검거인원[명],명,2078,2220,3205,3170,3675,4930,3862,1769,1564,2231,2498
출입국관리법,남자검거인원[명],명,1467,1705,2254,2364,2552,3123,2437,1231,1105,1580,1786
출입국관리법,여자검거인원[명],명,604,498,929,782,1104,1784,1412,525,441,635,598
출입국관리법,미상검거인원[명],명,7,17,22,24,19,23,13,13,18,16,114
출입국관리법,법인[개],개,292,295,297,373,358,380,158,90,86,146,111
통신비밀보호법,발생건수[건],건,155,151,169,178,237,268,297,295,303,317,339
통신비밀보호법,발생비[건/10만명],건/10만명,-,0.3,0.3,0.3,0.5,0.5,0.6,0.6,0.6,0.6,0.7
통신비밀보호법,검거건수[건],건,134,140,148,163,208,243,254,263,242,270,316
통신비밀보호법,발생건수대비 검거건수[%],%,86.5,92.7,87.6,91.6,87.8,90.7,85.5,89.2,79.9,85.2,93.2
통신비밀보호법,검거인원[명],명,290,203,249,242,361,379,367,357,359,350,384
통신비밀보호법,남자검거인원[명],명,153,125,150,161,258,214,208,208,185,179,209
통신비밀보호법,여자검거인원[명],명,101,66,69,65,83,135,147,144,155,155,162
통신비밀보호법,미상검거인원[명],명,36,12,30,16,20,30,12,5,19,16,13
통신비밀보호법,법인[개],개,3,-,1,1,2,1,3,20,-,1,1
특가법(도주차량),발생건수[건],건,12371,12233,8954,4811,2833,405,9821,8840,8830,8283,8009
특가법(도주차량),발생비[건/10만명],건/10만명,24,23.9,17.3,9.3,5.5,0.8,18.9,17.1,17.2,16.1,15.6
특가법(도주차량),검거건수[건],건,10693,11317,8563,4539,2674,360,9288,8342,8388,7802,7481
특가법(도주차량),발생건수대비 검거건수[%],%,86.4,92.5,95.6,94.3,94.4,88.9,94.6,94.4,95,94.2,93.4
특가법(도주차량),검거인원[명],명,11016,11525,9028,5628,3429,568,9902,8672,8531,7864,7509
특가법(도주차량),남자검거인원[명],명,9568,9880,7730,4779,2936,468,8282,7150,7086,6408,6110
특가법(도주차량),여자검거인원[명],명,1317,1537,1258,820,477,86,1604,1513,1434,1444,1394
특가법(도주차량),미상검거인원[명],명,131,108,40,29,16,14,16,9,11,12,5
특가법(도주차량),법인[개],개,2,1,3,3,-,-,-,-,-,-,1
특허법,발생건수[건],건,237,219,237,207,201,228,212,142,123,149,123
특허법,발생비[건/10만명],건/10만명,-,0.4,0.5,0.4,0.4,0.4,0.4,0.3,0.2,0.3,0.2
특허법,검거건수[건],건,198,175,200,171,148,179,184,115,90,135,89
특허법,발생건수대비 검거건수[%],%,83.5,79.9,84.4,82.6,73.6,78.5,86.8,81,73.2,90.6,72.4
특허법,검거인원[명],명,339,381,360,353,369,325,349,190,176,208,122
특허법,남자검거인원[명],명,263,294,253,265,256,255,256,162,140,152,93
특허법,여자검거인원[명],명,51,45,39,46,52,43,56,23,28,40,24
특허법,미상검거인원[명],명,25,42,68,42,61,27,37,5,8,16,5
특허법,법인[개],개,94,109,97,76,92,85,91,59,78,63,41
폐기물관리법,발생건수[건],건,1221,1139,1303,1638,1776,1945,2118,2206,2088,4993,1990
폐기물관리법,발생비[건/10만명],건/10만명,2,2.2,2.5,3.2,3.4,3.8,4.1,4.3,4.1,9.7,3.9
폐기물관리법,검거건수[건],건,1161,1078,1214,1539,1655,1813,1931,2068,1909,4875,1872
폐기물관리법,발생건수대비 검거건수[%],%,95.1,94.6,93.2,94,93.2,93.2,91.2,93.7,91.4,97.6,94.1
폐기물관리법,검거인원[명],명,1409,1348,1577,2018,1984,2670,2930,2575,2408,2257,2369
폐기물관리법,남자검거인원[명],명,1244,1220,1400,1814,1787,2426,2647,2333,2200,2024,2032
폐기물관리법,여자검거인원[명],명,136,115,134,151,172,199,239,216,189,200,191
폐기물관리법,미상검거인원[명],명,29,13,43,53,25,45,44,26,19,33,146
폐기물관리법,법인[개],개,392,404,454,538,575,720,716,936,866,797,608
풍속영업의 규제에 관한법률,발생건수[건],건,311,222,237,205,156,87,77,66,61,98,68
풍속영업의 규제에 관한법률,발생비[건/10만명],건/10만명,1,0.4,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.2,0.1
풍속영업의 규제에 관한법률,검거건수[건],건,311,222,236,204,154,87,77,65,61,95,65
풍속영업의 규제에 관한법률,발생건수대비 검거건수[%],%,100,100,99.6,99.5,98.7,100,100,98.5,100,96.9,95.6
풍속영업의 규제에 관한법률,검거인원[명],명,479,332,371,301,235,135,112,86,93,128,123
풍속영업의 규제에 관한법률,남자검거인원[명],명,296,201,251,224,153,92,78,67,67,95,86
풍속영업의 규제에 관한법률,여자검거인원[명],명,179,131,120,77,80,43,34,19,26,33,37
풍속영업의 규제에 관한법률,미상검거인원[명],명,4,-,-,,2,-,-,-,-,-,-
풍속영업의 규제에 관한법률,법인[개],개,-,1,-,,-,1,-,-,-,-,-
하천법,발생건수[건],건,286,292,266,213,219,266,244,1795,168,123,178
하천법,발생비[건/10만명],건/10만명,1,0.6,0.5,0.4,0.4,0.5,0.5,3.5,0.3,0.2,0.3
하천법,검거건수[건],건,268,292,260,210,214,256,238,1788,157,117,167
하천법,발생건수대비 검거건수[%],%,93.7,100,97.7,98.6,97.7,96.2,97.5,99.6,93.5,95.1,93.8
하천법,검거인원[명],명,324,334,297,285,281,290,277,224,198,135,273
하천법,남자검거인원[명],명,265,265,236,230,228,239,237,197,168,120,216
하천법,여자검거인원[명],명,58,68,55,52,38,51,40,27,30,15,51
하천법,미상검거인원[명],명,1,1,6,3,15,-,-,-,-,-,6
하천법,법인[개],개,24,21,19,10,18,9,8,12,12,10,7
학교보건법,발생건수[건],건,607,711,559,82,3,9,-,1,-,-,-
학교보건법,발생비[건/10만명],건/10만명,1,1.4,1.1,0.2,0,0,-,0,-,-,-
학교보건법,검거건수[건],건,600,702,552,80,1,9,-,1,-,-,-
학교보건법,발생건수대비 검거건수[%],%,98.8,98.7,98.7,97.6,33.3,100,-,100,-,-,-
학교보건법,검거인원[명],명,659,759,595,82,2,11,-,-,-,-,-
학교보건법,남자검거인원[명],명,352,334,271,52,-,3,-,-,-,-,-
학교보건법,여자검거인원[명],명,307,424,323,30,2,8,-,-,-,-,-
학교보건법,미상검거인원[명],명,-,1,1,,-,-,-,-,-,-,-
학교보건법,법인[개],개,-,-,-,,1,-,-,-,-,-,-
학원의 설립운영 및 과외교습에 관한법률,발생건수[건],건,900,722,534,511,512,409,382,380,294,242,326
학원의 설립운영 및 과외교습에 관한법률,발생비[건/10만명],건/10만명,2,1.4,1,1,1,0.8,0.7,0.7,0.6,0.5,0.6
학원의 설립운영 및 과외교습에 관한법률,검거건수[건],건,897,721,532,510,511,405,376,370,292,239,320
학원의 설립운영 및 과외교습에 관한법률,발생건수대비 검거건수[%],%,99.7,99.9,99.6,99.8,99.8,99,98.4,97.4,99.3,98.8,98.2
학원의 설립운영 및 과외교습에 관한법률,검거인원[명],명,964,1077,590,560,561,440,442,386,311,255,351
학원의 설립운영 및 과외교습에 관한법률,남자검거인원[명],명,233,273,207,187,169,162,162,106,77,81,128
학원의 설립운영 및 과외교습에 관한법률,여자검거인원[명],명,731,802,383,373,392,278,278,280,231,172,221
학원의 설립운영 및 과외교습에 관한법률,미상검거인원[명],명,-,2,-,,-,-,2,-,3,2,2
학원의 설립운영 및 과외교습에 관한법률,법인[개],개,3,1,-,,-,3,-,-,-,-,2
화물자동차 운수사업법,발생건수[건],건,2074,2090,1550,2110,2393,2305,3198,3079,1112,1253,1307
화물자동차 운수사업법,발생비[건/10만명],건/10만명,4,4.1,3,4.1,4.6,4.4,6.2,6,2.2,2.4,2.6
화물자동차 운수사업법,검거건수[건],건,2028,2064,1541,2086,2363,2269,3170,3060,1064,1239,1294
화물자동차 운수사업법,발생건수대비 검거건수[%],%,97.8,98.8,99.4,98.9,98.7,98.4,99.1,99.4,95.7,98.9,99
화물자동차 운수사업법,검거인원[명],명,2549,2891,1981,2772,3378,3545,2301,1493,1427,1534,1543
화물자동차 운수사업법,남자검거인원[명],명,2317,2708,1850,2653,3219,3355,2176,1420,1330,1457,1443
화물자동차 운수사업법,여자검거인원[명],명,230,178,110,107,156,184,120,72,94,77,82
화물자동차 운수사업법,미상검거인원[명],명,2,5,21,12,3,6,5,1,3,-,18
화물자동차 운수사업법,법인[개],개,46,73,65,81,113,129,84,50,87,80,53
화재로 인한 재해보상과 보험가입에 관한법률,발생건수[건],건,100,44,59,15,9,13,23,39,6,9,9
화재로 인한 재해보상과 보험가입에 관한법률,발생비[건/10만명],건/10만명,-,0.1,0.1,0,0,0,0,0.1,0,0,0
화재로 인한 재해보상과 보험가입에 관한법률,검거건수[건],건,-,1,-,,1,-,17,27,6,8,8
화재로 인한 재해보상과 보험가입에 관한법률,발생건수대비 검거건수[%],%,-,2.3,-,,11.1,-,73.9,69.2,100,88.9,88.9
화재로 인한 재해보상과 보험가입에 관한법률,검거인원[명],명,-,4,2,,1,-,21,25,7,8,8
